,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Speker,Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Popularity,Rating
105,OnePlus 7,TRUE,TRUE,TRUE,FALSE,"2019, May 14","Available. Released 2019, June 04",157.7 x 74.8 x 8.2 mm (6.21 x 2.94 x 0.32 in),182 g (6.42 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"Optic AMOLED, HDR10","6.41 inches, 100.9 cm2 (~85.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",Corning Gorilla Glass 6,,"Android 9.0 (Pie), upgradable to Android 12, OxygenOS 12.1",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640,No,"128GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.7, (wide), 1/2.0"", 0.8µm, PDAF, OIS
5 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR, gyro-EIS","16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm",Auto-HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.0, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 3700 mAh, non-removable",20W wired,,"Mirror Gray, Red, Mirror Blue","GM1901, GM1900, GM1905, GM1903",,,About 400 EUR,"
AnTuTu: 367812 (v7)
GeekBench: 11075 (v4.4)
GFXBench: 36fps (ES 3.1 onscreen)",Endurance rating 102h,"4,243,091 hits",4.2
106,OnePlus 6T McLaren,TRUE,TRUE,TRUE,FALSE,"2018, December 11","Available. Released 2018, December 13",157.5 x 74.8 x 8.2 mm (6.20 x 2.94 x 0.32 in),185 g (6.53 oz),"Glass front (Gorilla Glass 6), glass back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,Optic AMOLED,"6.41 inches, 100.9 cm2 (~85.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",Corning Gorilla Glass 6,,"Android 9.0 (Pie), upgradable to Android 10, OxygenOS 10",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,No,256GB 10GB RAM,"16 MP, f/1.7, 25mm (wide), 1/2.6"", 1.22µm, PDAF, OIS
20 MP (16 MP effective), f/1.7, 25mm (wide), 1/2.8"", 1.0µm, PDAF","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR, gyro-EIS","16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","Auto-HDR, gyro-EIS",1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.0, A2DP, aptX HD, LE","GPS, GLONASS, BDS, GALILEO",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 3700 mAh, non-removable","30W wired, 50% in 20 min (advertised)",,Speed Orange,,,,About 700 EUR,"
AnTuTu: 292716 (v7)
GeekBench: 9005 (v4.4)",,"1,176,056 hits",4.4
107,OnePlus 6T,TRUE,TRUE,TRUE,FALSE,"2018, October 29","Available. Released 2018, November 01",157.5 x 74.8 x 8.2 mm (6.20 x 2.94 x 0.32 in),185 g (6.53 oz),"Glass front (Gorilla Glass 6), glass back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,Optic AMOLED,"6.41 inches, 100.9 cm2 (~85.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",Corning Gorilla Glass 6,,"Android 9.0 (Pie), upgradable to Android 11, OxygenOS 11.1.1.1",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","16 MP, f/1.7, 25mm (wide), 1/2.6"", 1.22µm, PDAF, OIS
20 MP (16 MP effective), f/1.7, 25mm (wide), 1/2.8"", 1.0µm, PDAF","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR, gyro-EIS","16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","Auto-HDR, gyro-EIS",1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.0, A2DP, aptX HD, LE","GPS, GLONASS, BDS, GALILEO",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 3700 mAh, non-removable",20W wired,,"Thunder Purple, Mirror Black, Midnight Black","A6010, A6013",,,About 430 EUR,"
AnTuTu: 293994 (v7)
GeekBench: 8977 (v4.4)
GFXBench: 31fps (ES 3.1 onscreen)",Endurance rating 90h,"6,575,184 hits",4.4
108,OnePlus 6,TRUE,TRUE,TRUE,FALSE,"2018, May 16","Available. Released 2018, May 17",155.7 x 75.4 x 7.8 mm (6.13 x 2.97 x 0.31 in),177 g (6.24 oz),"Glass front (Gorilla Glass 5), glass back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",Water-repellent coating,Optic AMOLED,"6.28 inches, 98.4 cm2 (~83.8% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~402 ppi density)",Corning Gorilla Glass 5,,"Android 8.1 (Oreo), upgradable to Android 11, OxygenOS 11.1.1.1",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,No,"64GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","16 MP, f/1.7, 25mm (wide), 1/2.6"", 1.22µm, PDAF, OIS
20 MP (16 MP effective), f/1.7, 25mm (wide), 1/2.8"", 1.0µm, PDAF","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR","16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","Auto-HDR, gyro-EIS",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.0, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO",Yes,No,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3300 mAh, non-removable",20W wired,,"Midnight Black, Mirror Black, Silk White, Amber Red","A6000, A6003",,,About 410 EUR,"
AnTuTu: 264200 (v7)
GeekBench: 9011 (v4.4)
GFXBench: 33fps (ES 3.1 onscreen)",Endurance rating 76h,"10,458,809 hits",4.3
109,OnePlus 5T,TRUE,TRUE,TRUE,FALSE,"2017, November 16. Released 2017, November 21",Discontinued,156.1 x 75 x 7.3 mm (6.15 x 2.95 x 0.29 in),162 g (5.71 oz),"Glass front (Gorilla Glass 5), aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,Optic AMOLED,"6.01 inches, 93.7 cm2 (~80.0% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~401 ppi density)",Corning Gorilla Glass 5,,"Android 7.1.1 (Nougat), upgradable to Android 10, OxygenOS 10.0.0",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,No,"64GB 6GB RAM, 128GB 8GB RAM","16 MP, f/1.7, 27mm (wide), 1/2.8"", 1.12µm, PDAF
20 MP, f/1.7, 27mm (wide), 1/2.8"", 1.0µm, AF, PDAF","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, 720p@30/120fps, Auto HDR","16 MP, f/2.0, 20mm (wide), 1/3.06"", 1.0µm",Auto-HDR,1080p (gyro-EIS),Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.0, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO",Yes,No,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3300 mAh, non-removable",20W wired,,"Midnight Black, Lava Red, Sandstone White",A5010,,,About 840 EUR,"
AnTuTu: 207072 (v7), 260352 (v8)
GeekBench: 6759 (v4.4), 1705 (v5.1)
GFXBench: 24fps (ES 3.1 onscreen)",Endurance rating 82h,"9,119,351 hits",4.2
110,OnePlus 5,TRUE,TRUE,TRUE,FALSE,"2017, June. Released 2017, June",Discontinued,154.2 x 74.1 x 7.3 mm (6.07 x 2.92 x 0.29 in),153 g (5.40 oz),"Glass front (Gorilla Glass 5), aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,Optic AMOLED,"5.5 inches, 83.4 cm2 (~73.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 5,,"Android 7.1.1 (Nougat), upgradable to Android 10, OxygenOS 10.0.0",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,No,"64GB 6GB RAM, 128GB 8GB RAM","16 MP, f/1.7, 24mm (wide), 1/2.8"", 1.12µm, PDAF
20 MP, f/2.6, 36mm (standard), 1/2.8"", 1.0µm, 1.6x optical zoom, AF","HDR, panorama, dual-LED flash","4K@30fps, 1080p@30/60fps, 720p@30/120/480fps, Auto HDR","16 MP, f/2.0, 20mm (wide), 1/3.06"", 1.0µm",Auto-HDR,1080p (gyro-EIS),Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, DLNA","5.0, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO",Yes,No,USB Type-C 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 3300 mAh, non-removable",20W wired,,"Midnight Black, Slate Gray",A5000,,,About 500 EUR,"
GeekBench: 6604 (v4.4)
GFXBench: 24fps (ES 3.1 onscreen)",Endurance rating 83h,"13,735,182 hits",4.4
111,OnePlus 3T,TRUE,TRUE,TRUE,FALSE,"2016, November. Released 2016, November",Discontinued,152.7 x 74.7 x 7.4 mm (6.01 x 2.94 x 0.29 in),158 g (5.57 oz),"Glass front (Gorilla Glass 4), aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,Optic AMOLED,"5.5 inches, 83.4 cm2 (~73.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 4,,"Android 6.0.1 (Marshmallow), upgradable to Android 9.0 (Pie)",Qualcomm MSM8996 Snapdragon 821 (14 nm),Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,No,"64GB 6GB RAM, 128GB 6GB RAM","16 MP, f/2.0, 1/2.8"", 1.12µm, PDAF, OIS","LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps, 720p@120fps, Auto HDR","16 MP, f/2.0, (wide), 1/3.06"", 1.0µm",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, DLNA","4.2, A2DP, aptX HD, LE","GPS, GLONASS, BDS",Yes,No,USB Type-C 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3400 mAh, non-removable",20W wired,,"Gunmetal, Soft Gold, Midnight Black","A3010, A3003",0.99 W/kg (head)     0.65 W/kg (body)     ,,About 440 EUR,"
AnTuTu: 171678 (v7)
GFXBench: 20fps (ES 3.1 onscreen)",Endurance rating 83h,"10,941,142 hits",4.5
112,OnePlus 3,TRUE,TRUE,TRUE,FALSE,"2016, June. Released 2016, June",Discontinued,152.7 x 74.7 x 7.4 mm (6.01 x 2.94 x 0.29 in),158 g (5.57 oz),"Glass front (Gorilla Glass 4), aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,Optic AMOLED,"5.5 inches, 83.4 cm2 (~73.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 4,,"Android 6.0.1 (Marshmallow), upgradable to Android 9.0 (Pie)",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,No,64GB 6GB RAM,"16 MP, f/2.0, 1/2.8"", 1.12µm, PDAF, OIS","LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps, 720p@120fps, Auto HDR","8 MP, f/2.0, 1/3.2"", 1.4µm",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, DLNA","4.2, A2DP, LE, aptX HD","GPS, GLONASS, BDS",Yes,No,USB Type-C 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable",20W wired,,"Graphite, soft gold","A3003, A3000, SM-A3000",,0.39 W/kg (head)     0.32 W/kg (body)     ,About 400 EUR,"
Basemark OS II 2.0: 2365Basemark X: 32715",Endurance rating 66h,"19,636,868 hits",4.3
113,OnePlus X,TRUE,TRUE,TRUE,FALSE,"2015, October. Released 2015, November",Discontinued,140 x 69 x 6.9 mm (5.51 x 2.72 x 0.27 in),138 g / 160 g (4.87 oz),"Glass front (Gorilla Glass 3), glass back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",,AMOLED,"5.0 inches, 68.9 cm2 (~71.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Corning Gorilla Glass 3,,"Android 5.1.1 (Lollipop), upgradable to 6.0.1 (Marshmallow), OxygenOS 2.2.3",Qualcomm Snapdragon 801 (28 nm),Quad-core 2.3 GHz Krait 400,Adreno 330,microSDXC (uses shared SIM slot),16GB 3GB RAM,"13 MP, f/2.2, 1/3.1"", 1.14µm, PDAF","LED flash, panorama, HDR","1080p@30fps, 720p@120fps","8 MP, f/2.4",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","GPS, GLONASS, BDS",No,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity","Li-Po 2525 mAh, non-removable",,,"Onyx, Ceramic, Champagne","ONE E1003, ONE E1001, ONE E1005",1.11 W/kg (head)     1.11 W/kg (body)     ,0.32 W/kg (head)     0.42 W/kg (body)     ,About 270 EUR,"
Basemark OS II 2.0: 1213Basemark X: 10572",Endurance rating 54h,"12,281,973 hits",
114,OnePlus 2,TRUE,TRUE,TRUE,FALSE,"2015, July. Released 2015, August",Discontinued,151.8 x 74.9 x 9.9 mm (5.98 x 2.95 x 0.39 in),175 g (6.17 oz),"Glass front (Gorilla Glass 3), plastic back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.5 inches, 83.4 cm2 (~73.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 3,,"Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow), Oxygen 3.5.6 UI",Qualcomm MSM8994 Snapdragon 810 (20 nm),Octa-core (4x1.56 GHz Cortex-A53 & 4x1.82 GHz Cortex-A57),Adreno 430,No,"16GB 3GB RAM, 64GB 4GB RAM","13 MP, f/2.0, 1/2.6"", 1.3µm, Laser AF, OIS","Dual-LED flash, panorama, HDR","4K@30fps, 4K(DCI)@24fps, 1080p@60fps, 720p@120fps, HDR, stereo sound rec.","5 MP, f/2.4",,720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP","GPS, GLONASS",No,No,USB Type-C 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 3300 mAh, non-removable",,,Sandstone Black,"ONE A2003, ONE A2005, ONE A2001",,0.43 W/kg (head)     0.20 W/kg (body)     ,About 300 EUR,"
Basemark OS II 2.0: 1622Basemark X: 21937",Endurance rating 61h,"17,542,656 hits",
115,OnePlus One,TRUE,TRUE,TRUE,FALSE,"2014, April. Released 2014, June",Discontinued,152.9 x 75.9 x 8.9 mm (6.02 x 2.99 x 0.35 in),162 g (5.71 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Micro-SIM,,IPS LCD,"5.5 inches, 83.4 cm2 (~71.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 3,"CyanogenMod 13
Oxygen 2.1.4","Android 4.4.2 (KitKat), upgradable to 6.0.1 (Marshmallow)",Qualcomm MSM8974AC Snapdragon 801 (28 nm),Quad-core 2.5 GHz Krait 400,Adreno 330,No,"16GB 3GB RAM, 64GB 3GB RAM","13 MP, f/2.0, 1/3.1"", 1.12µm, AF","Dual-LED flash, panorama, HDR","4K@30fps, 4K(DCI)@24fps, 1080p@60fps, 720p@120fps, HDR, stereo sound rec.","5 MP, f/2.0",,720p@30fps,"Yes, dual mono speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP","GPS, GLONASS",Yes,No,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3100 mAh, non-removable",,,"Silk White, Sandstone Black",A0001,0.62 W/kg (head)     0.75 W/kg (body)     ,,About 250 EUR,"
Basemark OS II 2.0: 1230Basemark X: 13129",Endurance rating 66h,"20,781,981 hits",
116,OnePlus Nord 2 Lite,TRUE,TRUE,TRUE,TRUE,Not announced yet,Cancelled,164.3 x 75.6 x 8.5 mm (6.47 x 2.98 x 0.33 in),195 g (6.88 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 120Hz","6.59 inches, 104.5 cm2 (~84.1% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~401 ppi density)",,,"Android 12, OxygenOS 12.1",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,microSDXC (uses shared SIM slot),128GB 8GB RAM,"64 MP, f/1.7, 26mm (wide), 0.7µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, (wide), 1/3.0"", 1.0µm",HDR,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS",Yes,Unspecified,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable",33W wired,,"Black Dusk, Blue Tide",,,,,,,"53,719 hits",
117,OnePlus 9E,TRUE,TRUE,TRUE,TRUE,Not announced yet,Cancelled,-,-,,"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 90Hz","6.5 inches, 102.0 cm2","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",,,Android 11,Qualcomm SM6350 Snapdragon 690 5G (8 nm),Octa-core (2x2.0 GHz Kryo 560 Gold & 6x1.7 GHz Kryo 560 Silver),Adreno 619L,microSDXC,128GB 8GB RAM,"64 MP, f/1.8, (wide), 1/1.72"", 0.8µm, PDAF
8 MP, f/2.3, 119˚ (ultrawide)
2 MP, f/2.4, (depth)
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps; gyro-EIS",16 MP,HDR,"1080p@30/60fps, gyro-EIS",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE",GPS,Yes,No,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable",Wired,,Blue; other colours,,,,,,,"225,625 hits",
